"id","nm","zip"
"35.05.18.2009","Resapombo","66186"
"35.05.18.2010","Kalimanis","66186"
"35.05.19.2001","Siraman","66191"
"35.05.19.2002","Kesamben","66191"
"35.05.19.2003","Jugo","66191"
"35.05.19.2004","Pagerwojo","66191"
"35.05.19.2005","Pagergunung","66191"
"35.05.19.2006","Tepas","66191"
"35.05.19.2007","Kemirigede","66191"
"35.05.19.2008","Tapakrejo","66191"
"35.05.19.2009","Bumirejo","66191"
"35.05.19.2010","Sukoanyar","66191"
"35.05.20.2001","Purworejo","66194"
"35.05.20.2002","Tulungrejo","66194"
"35.05.20.2003","Sumberarum","66194"
"35.05.20.2004","Ringinrejo (Ringin Rejo)","66194"
"35.05.20.2005","Mojorejo","66194"
"35.05.20.2006","Sukorejo","66194"
"35.05.20.2007","Wates","66194"
"35.05.20.2008","Tugurejo (Tugu Rejo)","66194"
"35.05.21.2001","Banjarsari","66192"
"35.05.21.2002","Pohgajih","66192"
"35.05.21.2003","Selorejo","66192"
"35.05.21.2004","Sumberagung (Sumber Agung)","66192"
"35.05.21.2005","Ngrendeng","66192"
"35.05.21.2006","Sidomulyo","66192"
"35.05.21.2007","Ampelgading","66192"
"35.05.21.2008","Olak Alen","66192"
"35.05.21.2009","Boro","66192"
"35.05.21.2010","Ngreco","66192"
"35.05.22.2001","Mandesan","66184"
"35.05.22.2002","Jatitengah","66184"
"35.05.22.2003","Jambewangi","66184"
"35.05.22.2004","Selopuro","66184"
"35.05.22.2005","Tegalrejo","66184"
"35.05.22.2006","Ploso","66184"
"35.05.22.2007","Popoh","66184"
"35.05.22.2008","Mronjo","66184"
"35.06.01.2001","Bulu","64161"
"35.06.01.2002","Sidomulyo","64161"
"35.06.01.2003","Puhrubuh","64161"
"35.06.01.2004","Selopanggung","64161"
"35.06.01.2005","Kanyoran","64161"
"35.06.01.2006","Puhsarang","64161"
"35.06.01.2007","Bobang","64161"
"35.06.01.2008","Semen","64161"
"35.06.01.2009","Titik","64161"
"35.06.01.2010","Kedak","64161"
"35.06.01.2011","Pagung","64161"
"35.06.01.2012","Joho","64161"
"35.06.02.2001","Jugo","64162"
"35.06.02.2002","Blimbing","64162"
"35.06.02.2003","Pamongan","64162"
"35.06.02.2004","Petungroto","64162"
"35.06.02.2005","Ngetrep","64162"
"35.06.02.2006","Ponggok","64162"
"35.06.02.2007","Ngadi","64162"
"35.06.02.2008","Kranding","64162"
"35.06.02.2009","Maesan","64162"
"35.06.02.2010","Kedawung","64162"
"35.06.02.2011","Ploso","64162"
"35.06.02.2012","Kraton","64162"
"35.06.02.2013","Tambibendo","64162"
"35.06.02.2014","Mojo","64162"
"35.06.02.2015","Mlati","64162"
"35.06.02.2016","Surat","64162"
"35.06.02.2017","Sukoanyar","64162"
"35.06.02.2018","Keniten","64162"
"35.06.02.2019","Mondo","64162"
"35.06.02.2020","Petok","64162"
"35.06.03.2001","Setonorejo","64172"
"35.06.03.2002","Pelas","64172"
"35.06.03.2003","Bleber","64172"
"35.06.03.2004","Butuh","64172"
"35.06.03.2005","Jabang","64172"
"35.06.03.2006","Mojosari","64172"
"35.06.03.2007","Rejomulyo","64172"
"35.06.03.2008","Karangtalun","64172"
"35.06.03.2009","Nyawangan","64172"
"35.06.03.2010","Purwodadi","64172"
"35.06.03.2011","Kras","64172"
"35.06.03.2012","Bendosari","64172"
"35.06.03.2013","Kanigoro","64172"
"35.06.03.2014","Krandang","64172"
"35.06.03.2015","Banjaranyar","64172"
"35.06.03.2016","Jambean","64172"
"35.06.04.2001","Tales","64171"
"35.06.04.2002","Seketi","64171"
"35.06.04.2003","Banggle","64171"
"35.06.04.2004","Branggahan","64171"
"35.06.04.2005","Slumbung","64171"
"35.06.04.2006","Dukuh","64171"
"35.06.04.2007","Purwokerto","64171"
"35.06.04.2008","Ngadiluwih","64171"
"35.06.04.2009","Badal","64171"
"35.06.04.2010","Badal Pandean (Badalpandean)","64171"
"35.06.04.2011","Rembang","64171"
"35.06.04.2012","Rembangkepuh","64171"
"35.06.04.2013","Bedug","64171"
"35.06.04.2014","Mangunrejo","64171"
"35.06.04.2015","Banjarejo","64171"
"35.06.04.2016","Wonorejo","64171"
"35.06.05.2001","Sumberejo","64173"
"35.06.05.2002","Selosari","64173"
"35.06.05.2003","Karangrejo","64173"
"35.06.05.2004","Kandat","64173"
"35.06.05.2005","Cendono","64173"
"35.06.05.2006","Ringinsari","64173"
"35.06.05.2007","Tegalan","64173"
"35.06.05.2008","Ngletih","64137"
"35.06.05.2009","Purworejo","64173"
"35.06.05.2010","Pule","64173"
"35.06.05.2011","Blabak","64173"
"35.06.05.2012","Ngreco","64173"
"35.06.06.2001","Duwet","64174"
"35.06.06.2002","Pojok","64174"
"35.06.06.2003","Segaran","64174"
"35.06.06.2004","Gadungan","64174"
"35.06.06.2005","Wates","64174"
"35.06.06.2006","Tawang","64174"
"35.06.06.2007","Jajar","64174"
"35.06.06.2008","Tunge","64174"
"35.06.06.2009","Tempurejo","64174"
"35.06.06.2010","Plaosan","64174"
"35.06.06.2011","Karanganyar","64174"
"35.06.06.2012","Wonorejo","64174"
"35.06.06.2013","Pagu","64174"
"35.06.06.2014","Joho","64174"
"35.06.06.2015","Silir","64174"
"35.06.06.2016","Sumberagung","64174"
"35.06.06.2017","Sidomulyo","64174"
"35.06.06.2018","Janti","64174"
"35.06.07.2001","Sempu","64291"
"35.06.07.2002","Pandantoyo","64291"
"35.06.07.2003","Margourip","64291"
"35.06.07.2004","Bedali","64291"
"35.06.07.2005","Kunjang","64156"
"35.06.07.2006","Manggis","64291"
"35.06.07.2007","Ngancar","64291"
"35.06.07.2008","Sugihwaras","64291"
"35.06.07.2009","Babadan","64291"
"35.06.07.2010","Jagul","64291"
"35.06.08.2001","Puncu","64292"
"35.06.08.2002","Asmorobangun","64292"
"35.06.08.2003","Manggis","64292"
"35.06.08.2004","Sidomulyo","64292"
"35.06.08.2005","Watugede","64292"
"35.06.08.2006","Gadungan","64292"
"35.06.08.2007","Wonorejo","64292"
"35.06.08.2008","Satak","64292"
"35.06.09.2001","Gondang","64175"
"35.06.09.2002","Kayunan","64175"
"35.06.09.2003","Panjer","64175"
"35.06.09.2004","Jarak","64175"
"35.06.09.2005","Ploso Kidul (Plosokidul)","64175"
"35.06.09.2006","Ploso Lor (Plosolor)","64175"
"35.06.09.2007","Brenggolo","64175"
"35.06.09.2008","Donganti","64175"
"35.06.09.2009","Kawedusan","64175"
"35.06.09.2010","Klanderan","64175"
"35.06.09.2011","Punjul","64175"
"35.06.09.2012","Pranggang","64175"
"35.06.09.2013","Sumberagung","64175"
"35.06.09.2014","Wonorejo Trisulo","64175"
"35.06.09.2015","Sepawon","64175"
"35.06.10.2001","Nglumbang","64181"
"35.06.10.2002","Blimbing","64181"
"35.06.10.2003","Ngasem","64181"
"35.06.10.2004","Bogem","64181"
"35.06.10.2005","Kranggan","64181"
"35.06.10.2006","Turus","64181"
"35.06.10.2007","Gabru","64181"
"35.06.10.2008","Wonojoyo","64181"
"35.06.10.2009","Bangkok","64181"
"35.06.10.2010","Gurah","64181"
"35.06.10.2011","Banyuanyar","64181"
"35.06.10.2012","Besuk","64181"
"35.06.10.2013","Sumbercangkring","64181"
"35.06.10.2014","Sukorejo","64181"
"35.06.10.2015","Kerkep","64181"
"35.06.10.2016","Gempolan","64181"
"35.06.10.2017","Tambakrejo","64181"
"35.06.10.2018","Tiru Kidul","64181"
"35.06.10.2019","Tiru Lor","64181"
"35.06.10.2020","Gayam","64113"
"35.06.10.2021","Adan-Adan","64181"
"35.06.11.2001","Bulupasar","64184"
"35.06.11.2002","Wonosari","64184"
"35.06.11.2003","Kambingan","64184"
"35.06.11.2004","Tanjung","64184"
"35.06.11.2005","Wates","64184"
"35.06.11.2006","Menang","64184"
"35.06.11.2007","Tengger Kidul","64184"
"35.06.11.2008","Semanding","64184"
"35.06.11.2009","Sitimerto (Sitimert0)","64184"
"35.06.11.2010","Pagu","64184"
"35.06.11.2011","Bendo","64184"
"35.06.11.2012","Semen","64184"
"35.06.11.2016","Jagung","64184"
"35.06.12.2010","Jongbiru","64182"
"35.06.12.2011","Putih","64182"
"35.06.12.2012","Sambirejo","64182"
"35.06.12.2016","Kepuhrejo","64182"
"35.06.12.2017","Kalibelo","64182"
"35.06.12.2018","Plosorejo","64182"
"35.06.12.2019","Turus","64182"
"35.06.12.2020","Sambiresik","64182"
"35.06.12.2021","Gampeng (Gamping)","64182"
"35.06.12.2022","Ngebrak","64182"
"35.06.12.2023","Wanengpaten","64182"
"35.06.13.2001","Kalipang","64151"
"35.06.13.2002","Grogol","64151"
"35.06.13.2003","Cerme","64151"
"35.06.13.2004","Wonoasri","64151"
"35.06.13.2005","Sonorejo","64151"
"35.06.13.2006","Datengan","64151"
"35.06.13.2007","Sumberejo","64151"
"35.06.13.2008","Gambyok","64151"
"35.06.13.2009","Bakalan","64151"
"35.06.14.2001","Purwotengah","64153"
"35.06.14.2002","Kwaron","64153"
"35.06.14.2003","Minggiran","64153"
"35.06.14.2004","Pehkulon","64153"
"35.06.14.2005","Pehwetan","64153"
"35.06.14.2006","Dawuhan Kidul","64153"
"35.06.14.2007","Janti","64153"
"35.06.14.2008","Ngampel","64153"
"35.06.14.2009","Kedungmalang","64153"
"35.06.14.2010","Jambangan","64153"
"35.06.14.2011","Maduretno","64153"
"35.06.14.2012","Papar","64153"
"35.06.14.2013","Tanon","64153"
"35.06.14.2014","Srikaton","64153"
"35.06.14.2015","Kepuh","64153"
"35.06.14.2016","Sukomoro","64153"
"35.06.14.2017","Puhjajar","64153"
"35.06.15.2001","Jantok","64154"
"35.06.15.2002","Pesing","64154"
"35.06.15.2003","Mranggen","64154"
"35.06.15.2004","Purwoasri","64154"
"35.06.15.2005","Wonotengah","64154"
"35.06.15.2006","Ketawang","64154"
"35.06.15.2007","Belor","64154"
"35.06.15.2008","Blawe","64154"
"35.06.15.2009","Pandansari","64154"
"35.06.15.2010","Purwodadi","64154"
"35.06.15.2011","Bulu","64154"
"35.06.15.2012","Tugu","64154"
"35.06.15.2013","Sidomulyo","64154"
"35.06.15.2014","Klampitan","64154"
"35.06.15.2015","Woromarto","64154"
"35.06.15.2016","Muneng","64154"
"35.06.15.2017","Merjoyo","64154"
"35.06.15.2018","Mekikis","64154"
"35.06.15.2019","Karangpakis","64154"
"35.06.15.2020","Dayu","64154"
"35.06.15.2021","Dawuhan","64154"
"35.06.15.2022","Kempleng","64154"
"35.06.15.2023","Sumberjo","64154"
"35.06.16.2001","Langenharjo","64155"
"35.06.16.2002","Tegowangi","64155"
"35.06.16.2003","Puhjarak","64155"
"35.06.16.2004","Mejono","64155"
"35.06.16.2005","Payaman","64155"
"35.06.16.2006","Bogokidul","64155"
"35.06.16.2007","Kayen Lor","64155"
"35.06.16.2008","Wonokerto","64155"
"35.06.16.2009","Ngino","64155"
"35.06.16.2010","Sebet","64155"
"35.06.16.2011","Banjarejo","64155"
"35.06.16.2012","Sidowarek","64155"
"35.06.16.2013","Ringinpitu","64155"
"35.06.16.2014","Sukoharjo","64155"
"35.06.16.2015","Mojoayu","64155"
"35.06.16.2016","Plemahan","64155"
"35.06.16.2017","Mojokerep","64155"
"35.06.17.1009","Pare","64211"
"35.06.17.2001","Sidorejo","64229"
"35.06.17.2002","Sambirejo","64226"
"35.06.17.2003","Gedangsewu","64214"
"35.06.17.2004","Sumberbendo","64228"
"35.06.17.2005","Darungan","64227"
"35.06.17.2006","Bendo","64225"
"35.06.17.2007","Pelem","64213"
"35.06.17.2008","Tulungrejo","64212"
"35.06.17.2010","Tertek","64215"
"35.06.18.2001","Kebonrejo","64293"
"35.06.18.2002","Kampungbaru","64293"
"35.06.18.2003","Besowo","64293"
"35.06.18.2004","Siman","64293"
"35.06.18.2005","Brumbung","64293"
"35.06.18.2006","Kepung","64293"
"35.06.18.2007","Krenceng","64293"
"35.06.18.2008","Kencong","64293"
"35.06.18.2009","Keling","64293"
"35.06.18.2010","Damarwulan","64293"
"35.06.19.2001","Kemiri","64294"
"35.06.19.2002","Klampisan","64294"
"35.06.19.2003","Karangtengah","64294"
"35.06.19.2004","Kasreman","64294"
"35.06.19.2005","Jerukwangi","64294"
"35.06.19.2006","Jerukgulung","64294"
"35.06.19.2007","Jlumbang","64294"
"35.06.19.2008","Bukur","64294"
"35.06.19.2009","Kandangan","64294"
"35.06.19.2010","Banaran","64294"
"35.06.19.2011","Mlancu","64294"
"35.06.19.2012","Medowo","64294"
"35.06.20.2001","Kalirong","64152"
"35.06.20.2002","Kaliboto","64152"
"35.06.20.2003","Bulusari","64152"
"35.06.20.2004","Tarokan","64152"
"35.06.20.2005","Kedungsari","64152"
"35.06.20.2006","Sumberduren","64152"
"35.06.20.2007","Kerep","64152"
"35.06.20.2008","Blimbing","64152"
"35.06.20.2009","Jati","64152"
"35.06.20.2010","Cengkok","64152"
"35.06.21.2001","Kuwik","64156"
"35.06.21.2002","Balongjeruk (Balung Jeruk)","64156"
"35.06.21.2003","Kapas","64156"
"35.06.21.2004","Klepek","64156"
"35.06.21.2005","Kunjang","64156"
"35.06.21.2006","Kapi","64156"
"35.06.21.2007","Tengger Lor (Tenggerlor)","64156"
"35.06.21.2008","Wonorejo","64156"
"35.06.21.2009","Dungus","64156"
"35.06.21.2010","Juwet","64156"
"35.06.21.2011","Pakis","64156"
"35.06.21.2012","Parelor","64156"
"35.06.22.2001","Banyakan","64157"
"35.06.22.2002","Jatirejo","64157"
"35.06.22.2003","Manyaran","64157"
"35.06.22.2004","Tiron","64157"
"35.06.22.2005","Parang","64157"
"35.06.22.2006","Sendang","64157"
"35.06.22.2007","Maron","64157"
"35.06.22.2008","Ngablak","64157"
"35.06.22.2009","Jabon","64157"
"35.06.23.2001","Ringinrejo","64176"
"35.06.23.2002","Batuaji","64176"
"35.06.23.2003","Deyeng","64176"
"35.06.23.2004","Dawung","64176"
"35.06.23.2005","Purwodadi","64176"
"35.06.23.2006","Sambi","64176"
"35.06.23.2007","Susuhbango","64176"
"35.06.23.2008","Selodono","64176"
"35.06.23.2009","Nambakan (Nambaan)","64176"
"35.06.23.2010","Srikaton","64176"
"35.06.23.2011","Jemekan","64176"
"35.06.24.2001","Baye","64183"
"35.06.24.2002","Bangsongan","64183"
"35.06.24.2003","Senden","64183"
"35.06.24.2004","Sambirobyong","64183"
"35.06.24.2005","Mukuh","64183"
"35.06.24.2006","Sukoharjo","64183"
"35.06.24.2007","Jambu","64183"
"35.06.24.2008","Sekaran","64183"
"35.06.24.2009","Padangan","64183"
"35.06.24.2010","Nanggungan","64183"
"35.06.24.2011","Semambung","64183"
"35.06.24.2012","Kayen Kidul","64183"
"35.06.25.2001","Tugurejo","64181"
"35.06.25.2002","Sumberejo (Sumberjo)","64181"
"35.06.25.2003","Paron","64181"
"35.06.25.2004","Gogorante","64181"
"35.06.25.2005","Doko","64181"
"35.06.25.2006","Sukorejo","64181"
"35.06.25.2007","Ngasem","64181"
"35.06.25.2008","Karangrejo","64181"
"35.06.25.2009","Kwadungan","64181"
"35.06.25.2010","Nambaan","64181"
"35.06.25.2011","Toyoresmi","64181"
"35.06.25.2012","Wonocatur","64181"
"35.06.26.2001","Canggu","64217"
"35.06.26.2002","Lamong","64216"
"35.06.26.2003","Bringin","64224"
"35.06.26.2004","Sekoto","64223"
"35.06.26.2005","Tunglur","64222"
"35.06.26.2006","Krecek","64218"
"35.06.26.2007","Blaru","64219"
"35.06.26.2008","Badas","64221"
"35.07.01.2001","Tulungrejo","65167"
"35.07.01.2002","Banjarejo (Banjarjo)","65167"
"35.07.01.2003","Kedungsalam","65167"
"35.07.01.2004","Tlogosari","65167"
"35.07.01.2005","Tempursari","65167"
"35.07.01.2006","Donomulyo","65167"
"35.07.01.2007","Purworejo","65167"
"35.07.01.2008","Sumberoto","65167"
"35.07.01.2009","Mentaraman","65167"
"35.07.01.2010","Purwodadi","65167"
"35.07.02.2001","Sumbermanjing Kulon","65168"
"35.07.02.2002","Pandanrejo","65168"
"35.07.02.2003","Sumberkerto","65168"
"35.07.02.2004","Sempol","65168"
"35.07.02.2005","Pagak","65168"
"35.07.02.2006","Tlogorejo","65168"
"35.07.02.2007","Gampingan","65168"
"35.07.02.2008","Sumberejo (Sumberrejo)","65168"
"35.07.03.2001","Wonokerto","65179"
"35.07.03.2002","Rejosari","65179"
"35.07.03.2003","Bantur","65179"
"35.07.03.2004","Wonorejo","65179"
"35.07.03.2005","Srigonco","65179"
"35.07.03.2006","Sumberbening","65179"
"35.07.03.2007","Bandungrejo","65179"
"35.07.03.2008","Pringgondani (Pringgodani)","65179"
"35.07.03.2009","Rejoyoso","65179"
"35.07.03.2010","Karangsari","65179"
"35.07.04.2001","Tambaksari (Tambak Asri)","65176"
"35.07.04.2002","Tegalrejo","65176"
"35.07.04.2003","Sekarbanyu","65176"
"35.07.04.2004","Klepu","65176"
"35.07.04.2005","Ringinkembar","65176"
"35.07.04.2006","Kedungbanteng","65176"
"35.07.04.2007","Sitiarjo","65176"
"35.07.04.2008","Sumberagung","65176"
"35.07.04.2009","Argotirto","65176"
"35.07.04.2010","Harjokuncaran","65176"
"35.07.04.2011","Sumbermanjing Wetan","65176"
"35.07.04.2012","Ringinsari","65176"
"35.07.04.2013","Druju","65176"
"35.07.04.2014","Tambakrejo","65176"
"35.07.04.2015","Sidoasri","65176"
"35.07.05.1007","Dampit","65181"
"35.07.05.2001","Sukodono","65181"
"35.07.05.2002","Sumbersuko","65181"
"35.07.05.2003","Srimulyo","65181"
"35.07.05.2004","Baturetno","65181"
"35.07.05.2005","Bumirejo","65181"
"35.07.05.2006","Amandanom (Amadanom)","65181"
"35.07.05.2008","Pamotan","65181"
"35.07.05.2009","Majangtengah","65181"
"35.07.05.2010","Rembun","65181"
"35.07.05.2011","Pojok","65181"
"35.07.05.2012","Jambangan","65181"
"35.07.06.2001","Lebakharjo","65183"
"35.07.06.2002","Wirotaman","65183"
"35.07.06.2003","Tamanasri","65183"
"35.07.06.2004","Tirtomarto","65183"
"35.07.06.2005","Purwoharjo","65183"
"35.07.06.2006","Sidorenggo","65183"
"35.07.06.2007","Tirtomoyo","65183"
"35.07.06.2008","Argoyuwono","65183"
"35.07.06.2009","Mulyoasri","65183"
"35.07.06.2010","Tawangagung","65183"
"35.07.06.2011","Simojayan","65183"
"35.07.06.2012","Tamansari","65183"
"35.07.06.2013","Sonowangi","65183"
"35.07.07.2001","Dawuhan","65157"
"35.07.07.2002","Sumberejo","65157"
"35.07.07.2003","Pandansari","65157"
"35.07.07.2004","Ngadireso","65157"
"35.07.07.2005","Wonorejo","65157"
"35.07.07.2006","Karangnongko","65157"
"35.07.07.2007","Karanganyar","65157"
"35.07.07.2008","Jambesari","65157"
"35.07.07.2009","Ngebruk","65157"
"35.07.07.2010","Pajaran","65157"
"35.07.07.2011","Argosuko","65157"
"35.07.07.2012","Wonomulyo","65157"
"35.07.07.2013","Belung","65157"
"35.07.07.2014","Wringinanom","65157"
"35.07.07.2015","Poncokusumo","65157"
"35.07.07.2016","Gubugklakah (Gubukklakah)","65157"
"35.07.07.2017","Ngadas","65157"
"35.07.08.2001","Sumberputih","65173"
"35.07.08.2002","Wonoayu","65173"
"35.07.08.2003","Bambang","65173"
"35.07.08.2004","Bringin","65173"
"35.07.08.2005","Dadapan","65173"
"35.07.08.2006","Patokpicis","65173"
"35.07.08.2007","Blayu","65173"
"35.07.08.2008","Codo","65173"
"35.07.08.2009","Sukolilo","65173"
"35.07.08.2010","Kidangbang","65173"
"35.07.08.2011","Sukoanyar","65173"
"35.07.08.2012","Wajak","65173"
"35.07.08.2013","Ngembal","65173"
"35.07.09.1008","Sedayu","65175"
"35.07.09.1011","Turen","65175"
"35.07.09.2001","Tawangrejeni","65175"
"35.07.09.2002","Kemulan","65175"
"35.07.09.2003","Sawahan","65175"
"35.07.09.2004","Undaan","65175"
"35.07.09.2005","Gedok Kulon (Gedog Kulon)","65175"
"35.07.09.2006","Gedok Wetan (Gedog Wetan)","65175"
"35.07.09.2007","Talok","65175"
"35.07.09.2009","Tanggung","65175"
"35.07.09.2010","Jeru","65175"
"35.07.09.2012","Pagedangan","65175"
"35.07.09.2013","Sanankerto","65175"
"35.07.09.2014","Sananrejo","65175"
"35.07.09.2015","Kedok","65175"
"35.07.09.2016","Talangsuko","65175"
"35.07.09.2017","Tumpukrenteng","65175"
"35.07.10.2001","Putat Kidul","65174"
"35.07.10.2002","Gondanglegi Kulon","65174"
"35.07.10.2003","Sukosari","65174"
"35.07.10.2004","Gondanglegi Wetan","65174"
"35.07.10.2005","Sukorejo","65174"
"35.07.10.2006","Bulupitu","65174"
"35.07.10.2007","Panggungrejo (Panggungharjo)","65174"
"35.07.10.2008","Ganjaran","65174"
"35.07.10.2009","Putat Lor","65174"
"35.07.10.2010","Urek Urek","65174"
"35.07.10.2011","Ketawang","65174"
"35.07.10.2012","Putukrejo","65174"
"35.07.10.2013","Sumberjaya","65174"
"35.07.10.2014","Sepanjang","65174"
"35.07.11.2001","Putukrejo","65166"
"35.07.11.2002","Kalipare","65166"
"35.07.11.2003","Sumberpetung","65166"
"35.07.11.2004","Sukowilangun","65166"
"35.07.11.2005","Tumpakrejo","65166"
"35.07.11.2006","Arjosari","65166"
"35.07.11.2007","Kalirejo","65166"
"35.07.11.2008","Arjowilangun","65166"
"35.07.11.2009","Kaliasri","65166"
"35.07.12.2001","Ternyang","65160"
"35.07.12.2002","Senggreng","65160"
"35.07.12.2003","Sambigede","65160"
"35.07.12.2004","Ngebrug (Ngebruk)","65160"
"35.07.12.2005","Jatiguwi","65160"
"35.07.12.2006","Sumberpucung","65160"
"35.07.12.2007","Karangkates","65160"
"35.07.13.1007","Panarukan (Penarukan)","65163"
"35.07.13.1009","Cepokomulyo","65163"
"35.07.13.1010","Kepanjen","65163"
"35.07.13.1013","Ardirejo","65163"
"35.07.13.2001","Kemiri","65163"
"35.07.13.2002","Sengguruh","65163"
"35.07.13.2003","Mangunrejo","65163"
"35.07.13.2004","Jenggolo","65163"
"35.07.13.2005","Kedungpedaringan","65163"
"35.07.13.2006","Tegalsari","65163"
"35.07.13.2008","Panggungrejo","65163"
"35.07.13.2011","Talangagung","65163"
"35.07.13.2012","Dilem","65163"
"35.07.13.2014","Sukoharjo (Sukoraharjo)","65163"
"35.07.13.2015","Curungrejo (Curung Rejo)","65163"
"35.07.13.2016","Jatirejoyoso","65163"
"35.07.13.2017","Ngadilangkung","65163"
"35.07.13.2018","Mojosari","65163"
"35.07.14.2001","Sudimoro","65171"
"35.07.14.2002","Kasri","65171"
"35.07.14.2003","Bakalan","65171"
"35.07.14.2004","Krebet","65171"
"35.07.14.2005","Gading","65171"
"35.07.14.2006","Sukonolo","65171"
"35.07.14.2007","Lumbangsari","65171"
"35.07.14.2008","Wandanpuro","65171"
"35.07.14.2009","Sempalwadak","65171"
"35.07.14.2010","Bululawang","65171"
"35.07.14.2011","Krebet Senggrong","65171"
"35.07.14.2012","Kuwolu","65171"
"35.07.14.2013","Kasembon","65171"
"35.07.14.2014","Pringu","65171"
"35.07.15.2001","Gunungsari","65172"
"35.07.15.2002","Gunungronggo","65172"
"35.07.15.2003","Purwosekar","65172"
"35.07.15.2004","Ngawonggo","65172"
"35.07.15.2005","Pandanmulyo","65172"
"35.07.15.2006","Jatisari","65172"
"35.07.15.2007","Tajinan","65172"
"35.07.15.2008","Randugading","65172"
"35.07.15.2009","Jambearjo","65172"
"35.07.15.2010","Tangkilsari","65172"
"35.07.15.2011","Sumbersuko","65172"
"35.07.15.2012","Tambaksari (Tambakasri)","65172"
"35.07.16.2001","Ngingit","65156"
"35.07.16.2002","Kidal","65156"
"35.07.16.2003","Kambingan","65156"
"35.07.16.2004","Pandanajeng","65156"
"35.07.16.2005","Pulungdowo","65156"
"35.07.16.2006","Bokor","65156"
"35.07.16.2007","Slamet","65156"
"35.07.16.2008","Wringinsongo","65156"
"35.07.16.2009","Jeru","65156"
"35.07.16.2010","Malangsuko","65156"
"35.07.16.2011","Tumpang","65156"
"35.07.16.2012","Tulusbesar","65156"
"35.07.16.2013","Duwet","65156"
"35.07.16.2014","Benjor","65156"
"35.07.16.2015","Duwet Kerajan (Duwet Krajan)","65156"
"35.07.17.2001","Taji","65155"
"35.07.17.2002","Ngadirejo","65155"
"35.07.17.2003","Kenongo","65155"
"35.07.17.2004","Sidorejo","65155"
"35.07.17.2005","Sukopuro","65155"
"35.07.17.2006","Pandansari Lor","65155"
"35.07.17.2007","Sidomulyo","65155"
"35.07.17.2008","Gadingkembar (Gading Kembar)","65155"
"35.07.17.2009","Argosari","65155"
"35.07.17.2010","Kemantren","65155"
"35.07.17.2011","Sukolilo","65155"
"35.07.17.2012","Gunungjati (Gunung Jati)","65155"
"35.07.17.2013","Jabung","65155"
"35.07.17.2014","Slamparejo","65155"
"35.07.17.2015","Kemiri","65155"
"35.07.18.2001","Kedungrejo","65154"
"35.07.18.2002","Banjarejo (Banjarrejo)","65154"
"35.07.18.2003","Pucangsongo (Pucang Songo)","65154"
"35.07.18.2004","Sukoanyar","65154"
"35.07.18.2005","Sumberpasir","65154"
"35.07.18.2006","Pakiskembar","65154"
"35.07.18.2007","Sumberkradenan","65154"
"35.07.18.2008","Ampeldento","65154"
"35.07.18.2009","Sekarpuro","65154"
"35.07.18.2010","Mangliawan","65154"
"35.07.18.2011","Tirtomoyo","65154"
"35.07.18.2012","Saptorenggo","65154"
"35.07.18.2013","Asrikaton","65154"
"35.07.18.2014","Bunutwetan","65154"
"35.07.18.2015","Pakisjajar","65154"
"35.07.19.2001","Permanu","65162"
"35.07.19.2002","Karangpandan","65162"
"35.07.19.2003","Gelanggang (Glanggang)","65162"
"35.07.19.2004","Wonokerso","65162"
"35.07.19.2005","Karangduren","65162"
"35.07.19.2006","Sutojayan","65162"
"35.07.19.2007","Pakisaji","65162"
"35.07.19.2008","Jatisari","65162"
"35.07.19.2009","Wadung","65162"
"35.07.19.2010","Genengan","65162"
"35.07.19.2011","Kendalpayak","65162"
"35.07.19.2012","Kebonagung","65162"
"35.07.20.2001","Ngajum","65164"
"35.07.20.2002","Palaan","65164"
"35.07.20.2003","Ngasem","65164"
"35.07.20.2004","Banjarsari","65164"
"35.07.20.2005","Kranggan","65164"
"35.07.20.2006","Kesamben","65164"
"35.07.20.2007","Babadan","65164"
"35.07.20.2008","Balesari","65164"
"35.07.20.2009","Maguan","65164"
"35.07.21.2001","Sumbersuko","65158"
"35.07.21.2002","Mendalanwangi","65158"
"35.07.21.2003","Sitirejo","65158"
"35.07.21.2004","Parangargo","65158"
"35.07.21.2005","Gondowangi","65158"
"35.07.21.2006","Pandanrejo","65158"
"35.07.21.2007","Petungsewu","65158"
"35.07.21.2008","Sukodadi","65158"
"35.07.21.2009","Sidorahayu","65158"
"35.07.21.2010","Jedong","65158"
"35.07.21.2011","Dalisodo","65158"
"35.07.21.2012","Pandanlandung","65158"
"35.07.22.2001","Kucur","65151"
"35.07.22.2002","Kalisongo","65151"
"35.07.22.2003","Karangwidoro","65151"
"35.07.22.2004","Petungsewu (Petung Sewu)","65151"
"35.07.22.2005","Selorejo","65151"
"35.07.22.2006","Tegalweru","65151"
"35.07.22.2007","Landungsari","65151"
"35.07.22.2008","Mulyoagung","65151"
"35.07.22.2009","Gadingkulon","65151"
"35.07.22.2010","Sumbersekar","65151"
"35.07.23.2001","Tegalgondo","65152"
"35.07.23.2002","Kepuharjo","65152"
"35.07.23.2003","Ngenep","65152"
"35.07.23.2004","Ngijo","65152"
"35.07.23.2005","Ampeldento","65152"
"35.07.23.2006","Girimoyo","65152"
"35.07.23.2007","Bocek","65152"
"35.07.23.2008","Donowarih","65152"
"35.07.23.2009","Tawangargo","65152"
"35.07.24.1011","Pagentan","65153"
"35.07.24.1014","Losari","65153"
